,Complaints,Violations,Gap
"621 WEST 51 STREET New York, NY 10019",0.0,2.0,-2.0
"621 WEST 55 STREET New York, NY 10019",1.0,0.0,1.0
"621 WEST END AVENUE New York, NY 10024",4.0,5.0,-1.0
"622 EAST 11 STREET New York, NY 10009",19.0,3.0,16.0
"622 EAST 20 STREET New York, NY 10009",4.0,0.0,4.0
"622 ST NICHOLAS AVENUE New York, NY 10030",2.0,0.0,2.0
"622 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"622 WEST 114 STREET New York, NY 10025",2.0,6.0,-4.0
"622 WEST 136 STREET New York, NY 10031",13.0,12.0,1.0
"622 WEST 137 STREET New York, NY 10031",16.0,63.0,-47.0
"622 WEST 141 STREET New York, NY 10031",5.0,9.0,-4.0
"622 WEST END AVENUE New York, NY 10024",0.0,1.0,-1.0
"623 11 AVENUE New York, NY 10036",1.0,0.0,1.0
"623 9 AVENUE New York, NY 10036",2.0,7.0,-5.0
"623 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"623 EAST 6 STREET New York, NY 10009",4.0,9.0,-5.0
"623 WEST 136 STREET New York, NY 10031",6.0,0.0,6.0
"623 WEST 142 STREET New York, NY 10031",0.0,1.0,-1.0
"623 WEST 145 STREET New York, NY 10031",0.0,1.0,-1.0
"623 WEST 170 STREET New York, NY 10032",1.0,0.0,1.0
"623 WEST 185 STREET New York, NY 10033",12.0,17.0,-5.0
"623 WEST 207 STREET New York, NY 10034",15.0,11.0,4.0
"623 WEST END AVENUE New York, NY 10024",0.0,1.0,-1.0
"624 EAST 9 STREET New York, NY 10009",0.0,1.0,-1.0
"624 WEST 139 STREET New York, NY 10031",14.0,9.0,5.0
"624 WEST 176 STREET New York, NY 10033",14.0,5.0,9.0
"624 WEST 207 STREET New York, NY 10034",0.0,1.0,-1.0
"624 WEST END AVENUE New York, NY 10024",0.0,1.0,-1.0
"625 2 AVENUE New York, NY 10016",0.0,1.0,-1.0
"625 9 AVENUE New York, NY 10036",0.0,2.0,-2.0
"625 EAST 11 STREET New York, NY 10009",0.0,2.0,-2.0
"625 EAST 6 STREET New York, NY 10009",0.0,1.0,-1.0
"625 LENOX AVENUE New York, NY 10037",21.0,43.0,-22.0
"625 MAIN STREET New York, NY 10044",1.0,2.0,-1.0
"625 WEST 113 STREET New York, NY 10025",0.0,2.0,-2.0
"625 WEST 133 STREET New York, NY 10027",286.0,107.0,179.0
"625 WEST 135 STREET New York, NY 10031",3.0,3.0,0.0
"625 WEST 138 STREET New York, NY 10031",0.0,52.0,-52.0
"625 WEST 140 STREET New York, NY 10031",52.0,4.0,48.0
"625 WEST 152 STREET New York, NY 10031",6.0,14.0,-8.0
"625 WEST 156 STREET New York, NY 10032",30.0,2.0,28.0
"625 WEST 164 STREET New York, NY 10032",2.0,20.0,-18.0
"625 WEST 169 STREET New York, NY 10032",7.0,3.0,4.0
"625 WEST END AVENUE New York, NY 10024",1.0,3.0,-2.0
"626 EAST 14 STREET New York, NY 10009",0.0,1.0,-1.0
"626 FT WASHINGTON AVENUE New York, NY 10040",1.0,2.0,-1.0
"626 RIVERSIDE DRIVE New York, NY 10031",15.0,11.0,4.0
"626 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"626 WEST 114 STREET New York, NY 10025",5.0,2.0,3.0
"626 WEST 135 STREET New York, NY 10031",36.0,46.0,-10.0
"626 WEST 136 STREET New York, NY 10031",0.0,2.0,-2.0
"626 WEST 138 STREET New York, NY 10031",0.0,1.0,-1.0
"626 WEST 158 STREET New York, NY 10032",0.0,1.0,-1.0
"626 WEST 165 STREET New York, NY 10032",4.0,14.0,-10.0
"627 2 AVENUE New York, NY 10016",0.0,2.0,-2.0
"627 9 AVENUE New York, NY 10036",0.0,2.0,-2.0
"627 EAST 11 STREET New York, NY 10009",0.0,2.0,-2.0
"627 EAST 9 STREET New York, NY 10009",6.0,0.0,6.0
"627 WEST 113 STREET New York, NY 10025",12.0,0.0,12.0
"627 WEST 115 STREET New York, NY 10025",0.0,1.0,-1.0
"627 WEST 136 STREET New York, NY 10031",1.0,2.0,-1.0
"628 10 AVENUE New York, NY 10036",1.0,0.0,1.0
"628 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"628 EAST 14 STREET New York, NY 10009",0.0,1.0,-1.0
"628 EAST 9 STREET New York, NY 10009",0.0,1.0,-1.0
"628 HUDSON STREET New York, NY 10014",0.0,2.0,-2.0
"628 WEST 138 STREET New York, NY 10031",11.0,22.0,-11.0
"628 WEST 139 STREET New York, NY 10031",0.0,1.0,-1.0
"628 WEST 158 STREET New York, NY 10032",1.0,7.0,-6.0
"629 2 AVENUE New York, NY 10016",0.0,2.0,-2.0
"629 9 AVENUE New York, NY 10036",0.0,1.0,-1.0
"629 EAST 11 STREET New York, NY 10009",0.0,2.0,-2.0
"629 LENOX AVENUE New York, NY 10037",1.0,0.0,1.0
"629 PARK AVENUE New York, NY 10065",0.0,1.0,-1.0
"629 WEST 115 STREET New York, NY 10025",1.0,0.0,1.0
"629 WEST 135 STREET New York, NY 10031",7.0,30.0,-23.0
"629 WEST 138 STREET New York, NY 10031",26.0,54.0,-28.0
"629 WEST 142 STREET New York, NY 10031",6.0,5.0,1.0
"629 WEST 170 STREET New York, NY 10032",3.0,2.0,1.0
"63 ADRIAN AVENUE New York, NY 10463",39.0,6.0,33.0
"63 AVENUE A New York, NY 10009",14.0,1.0,13.0
"63 AVENUE D New York, NY 10009",7.0,2.0,5.0
"63 BEDFORD STREET New York, NY 10014",1.0,0.0,1.0
"63 CARMINE STREET New York, NY 10014",7.0,1.0,6.0
"63 CLINTON STREET New York, NY 10002",2.0,2.0,0.0
"63 COOPER SQUARE New York, NY 10003",3.0,5.0,-2.0
"63 COOPER STREET New York, NY 10034",0.0,1.0,-1.0
"63 EAST 117 STREET New York, NY 10035",0.0,2.0,-2.0
"63 EAST 119 STREET New York, NY 10035",0.0,2.0,-2.0
"63 EAST 125 STREET New York, NY 10035",0.0,1.0,-1.0
"63 EAST 7 STREET New York, NY 10003",4.0,3.0,1.0
"63 EAST 79 STREET New York, NY 10075",3.0,4.0,-1.0
"63 EAST 9 STREET New York, NY 10003",10.0,4.0,6.0
"63 HAMILTON TERRACE New York, NY 10031",6.0,6.0,0.0
"63 MORNINGSIDE AVENUE New York, NY 10027",61.0,132.0,-71.0
"63 MORTON STREET New York, NY 10014",1.0,3.0,-2.0
"63 PERRY STREET New York, NY 10014",3.0,8.0,-5.0
"63 POST AVENUE New York, NY 10034",4.0,17.0,-13.0
"63 SPRING STREET New York, NY 10012",0.0,1.0,-1.0
"63 ST MARKS PLACE New York, NY 10003",14.0,3.0,11.0
"63 SULLIVAN STREET New York, NY 10012",2.0,0.0,2.0
"63 WALL STREET New York, NY 10005",1.0,0.0,1.0
"63 WEST 107 STREET New York, NY 10025",0.0,1.0,-1.0
"63 WEST 109 STREET New York, NY 10025",3.0,14.0,-11.0
"63 WEST 124 STREET New York, NY 10027",2.0,1.0,1.0
"63 WEST 126 STREET New York, NY 10027",0.0,2.0,-2.0
"63 WEST 127 STREET New York, NY 10027",0.0,1.0,-1.0
"63 WEST 130 STREET New York, NY 10037",0.0,2.0,-2.0
"63 WEST 131 STREET New York, NY 10037",3.0,30.0,-27.0
"63 WEST 137 STREET New York, NY 10037",3.0,2.0,1.0
"63 WEST 68 STREET New York, NY 10023",2.0,0.0,2.0
"63 WEST 69 STREET New York, NY 10023",0.0,1.0,-1.0
"63 WEST 73 STREET New York, NY 10023",0.0,1.0,-1.0
"63 WEST 83 STREET New York, NY 10024",1.0,2.0,-1.0
"63 WEST 92 STREET New York, NY 10025",0.0,2.0,-2.0
"630 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"630 EAST 14 STREET New York, NY 10009",0.0,1.0,-1.0
"630 EAST 6 STREET New York, NY 10009",3.0,3.0,0.0
"630 EAST 9 STREET New York, NY 10009",1.0,5.0,-4.0
"630 LENOX AVENUE New York, NY 10037",22.0,39.0,-17.0
"630 RIVERSIDE DRIVE New York, NY 10031",0.0,6.0,-6.0
"630 WEST 136 STREET New York, NY 10031",2.0,27.0,-25.0
"630 WEST 138 STREET New York, NY 10031",0.0,1.0,-1.0
"630 WEST 160 STREET New York, NY 10032",1.0,0.0,1.0
"630 WEST 170 STREET New York, NY 10032",4.0,0.0,4.0
"630 WEST 172 STREET New York, NY 10032",62.0,33.0,29.0
"630 WEST 184 STREET New York, NY 10033",1.0,0.0,1.0
"631 9 AVENUE New York, NY 10036",2.0,1.0,1.0
"631 ACADEMY STREET New York, NY 10034",2.0,3.0,-1.0
"631 EAST 11 STREET New York, NY 10009",1.0,2.0,-1.0
"631 EAST 6 STREET New York, NY 10009",1.0,0.0,1.0
"631 EAST 9 STREET New York, NY 10009",0.0,1.0,-1.0
"631 EDGECOMBE AVENUE New York, NY 10032",2.0,0.0,2.0
"631 HUDSON STREET New York, NY 10014",67.0,14.0,53.0
"631 WEST 142 STREET New York, NY 10031",0.0,2.0,-2.0
"631 WEST 152 STREET New York, NY 10031",26.0,10.0,16.0
"631 WEST 207 STREET New York, NY 10034",6.0,36.0,-30.0
"631 WEST END AVENUE New York, NY 10024",0.0,1.0,-1.0
"632 10 AVENUE New York, NY 10036",1.0,0.0,1.0
"632 EAST 11 STREET New York, NY 10009",2.0,0.0,2.0
"632 EAST 14 STREET New York, NY 10009",1.0,2.0,-1.0
"632 WEST 158 STREET New York, NY 10032",0.0,2.0,-2.0
"632 WEST 171 STREET New York, NY 10032",15.0,9.0,6.0
"633 2 AVENUE New York, NY 10016",0.0,1.0,-1.0
"633 LENOX AVENUE New York, NY 10037",1.0,1.0,0.0
"633 WEST 115 STREET New York, NY 10025",0.0,1.0,-1.0
"633 WEST 142 STREET New York, NY 10031",3.0,2.0,1.0
"633 WEST 171 STREET New York, NY 10032",4.0,3.0,1.0
"633 WEST 185 STREET New York, NY 10033",2.0,19.0,-17.0
"634 EAST 14 STREET New York, NY 10009",0.0,1.0,-1.0
"634 HUDSON STREET New York, NY 10014",1.0,0.0,1.0
"634 ST NICHOLAS AVENUE New York, NY 10030",7.0,0.0,7.0
"634 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"634 WEST 135 STREET New York, NY 10031",27.0,57.0,-30.0
"634 WEST 138 STREET New York, NY 10031",0.0,2.0,-2.0
"634 WEST 147 STREET New York, NY 10031",0.0,1.0,-1.0
"634 WEST 158 STREET New York, NY 10032",0.0,2.0,-2.0
"635 9 AVENUE New York, NY 10036",7.0,5.0,2.0
"635 EAST 11 STREET New York, NY 10009",8.0,7.0,1.0
"635 EAST 12 STREET New York, NY 10009",0.0,2.0,-2.0
"635 EAST 14 STREET New York, NY 10009",7.0,0.0,7.0
"635 EAST 6 STREET New York, NY 10009",0.0,1.0,-1.0
"635 EAST 9 STREET New York, NY 10009",1.0,1.0,0.0
"635 RIVERSIDE DRIVE New York, NY 10031",27.0,51.0,-24.0
"635 WEST 142 STREET New York, NY 10031",1.0,0.0,1.0
"635 WEST 170 STREET New York, NY 10032",1.0,4.0,-3.0
"635 WEST 42 STREET New York, NY 10036",2.0,0.0,2.0
"636 BROADWAY New York, NY 10012",2.0,0.0,2.0
"636 EAST 11 STREET New York, NY 10009",3.0,1.0,2.0
"636 EAST 14 STREET New York, NY 10009",0.0,1.0,-1.0
"636 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"636 WEST 138 STREET New York, NY 10031",12.0,11.0,1.0
"636 WEST 158 STREET New York, NY 10032",20.0,54.0,-34.0
"636 WEST 172 STREET New York, NY 10032",29.0,21.0,8.0
"636 WEST END AVENUE New York, NY 10024",0.0,1.0,-1.0
"636 WEST WEST 171 STREET New York, NY 10032",1.0,0.0,1.0
"637 10 AVENUE New York, NY 10036",1.0,3.0,-2.0
"637 9 AVENUE New York, NY 10036",3.0,0.0,3.0
"637 BROADWAY New York, NY 10012",2.0,1.0,1.0
"637 EAST 6 STREET New York, NY 10009",2.0,0.0,2.0
"637 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"637 LENOX AVENUE New York, NY 10037",1.0,10.0,-9.0
"637 WEST 142 STREET New York, NY 10031",0.0,1.0,-1.0
"638 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"638 WEST 158 STREET New York, NY 10032",0.0,1.0,-1.0
"638 WEST 160 STREET New York, NY 10032",54.0,95.0,-41.0
"638 WEST END AVENUE New York, NY 10024",8.0,2.0,6.0
"639 2 AVENUE New York, NY 10016",1.0,0.0,1.0
"639 EAST 11 STREET New York, NY 10009",4.0,7.0,-3.0
"639 WEST 142 STREET New York, NY 10031",0.0,2.0,-2.0
"639 WEST 204 STREET New York, NY 10034",6.0,1.0,5.0
"639 WEST 207 STREET New York, NY 10034",53.0,8.0,45.0
"64 2 AVENUE New York, NY 10003",0.0,1.0,-1.0
"64 3 AVENUE New York, NY 10003",0.0,1.0,-1.0
"64 AVENUE C New York, NY 10009",0.0,1.0,-1.0
"64 EAST 118 STREET New York, NY 10035",0.0,1.0,-1.0
"64 EAST 119 STREET New York, NY 10035",0.0,2.0,-2.0
"64 EAST 120 STREET New York, NY 10035",0.0,2.0,-2.0
"64 EAST 129 STREET New York, NY 10035",0.0,2.0,-2.0
"64 EAST 131 STREET New York, NY 10037",4.0,1.0,3.0
"64 EAST 3 STREET New York, NY 10003",0.0,1.0,-1.0
"64 EAST 80 STREET New York, NY 10075",1.0,0.0,1.0
"64 EAST 91 STREET New York, NY 10128",0.0,1.0,-1.0
"64 EDGECOMBE AVENUE New York, NY 10030",0.0,2.0,-2.0
"64 GRAND STREET New York, NY 10013",0.0,1.0,-1.0
"64 MANHATTAN AVENUE New York, NY 10025",3.0,9.0,-6.0
"64 THOMPSON STREET New York, NY 10012",3.0,1.0,2.0
"64 VERMILYEA AVENUE New York, NY 10034",76.0,53.0,23.0
"64 WADSWORTH TERRACE New York, NY 10040",3.0,2.0,1.0
"64 WEST 107 STREET New York, NY 10025",11.0,19.0,-8.0
"64 WEST 11 STREET New York, NY 10011",0.0,2.0,-2.0
"64 WEST 116 STREET New York, NY 10026",4.0,2.0,2.0
"64 WEST 124 STREET New York, NY 10027",0.0,2.0,-2.0
"64 WEST 128 STREET New York, NY 10027",3.0,0.0,3.0
"64 WEST 132 STREET New York, NY 10037",0.0,2.0,-2.0
"64 WEST 3 STREET New York, NY 10012",1.0,0.0,1.0
"64 WEST 69 STREET New York, NY 10023",0.0,1.0,-1.0
"64 WEST 70 STREET New York, NY 10023",0.0,1.0,-1.0
"64 WEST 71 STREET New York, NY 10023",0.0,1.0,-1.0
"64 WEST 82 STREET New York, NY 10024",2.0,0.0,2.0
"64 WEST 83 STREET New York, NY 10024",0.0,2.0,-2.0
"64 WEST 85 STREET New York, NY 10024",1.0,1.0,0.0
"64 WEST 89 STREET New York, NY 10024",0.0,1.0,-1.0
"640 10 AVENUE New York, NY 10036",5.0,0.0,5.0
"640 BROADWAY New York, NY 10012",3.0,2.0,1.0
"640 EAST 14 STREET New York, NY 10009",4.0,4.0,0.0
"640 FT WASHINGTON AVENUE New York, NY 10040",108.0,30.0,78.0
"640 RIVERSIDE DRIVE New York, NY 10031",30.0,190.0,-160.0
"640 WEST 139 STREET New York, NY 10031",35.0,61.0,-26.0
"640 WEST 153 STREET New York, NY 10031",6.0,35.0,-29.0
"640 WEST 158 STREET New York, NY 10032",0.0,2.0,-2.0
"640 WEST 170 STREET New York, NY 10032",0.0,1.0,-1.0
"640 WEST 171 STREET New York, NY 10032",3.0,8.0,-5.0
"640 WEST 207 STREET New York, NY 10034",4.0,2.0,2.0
"640 WEST END AVENUE New York, NY 10024",3.0,7.0,-4.0
"641 10 AVENUE New York, NY 10036",2.0,0.0,2.0
"641 AMSTERDAM AVENUE New York, NY 10025",11.0,21.0,-10.0
"641 LENOX AVENUE New York, NY 10037",7.0,9.0,-2.0
"641 PARK AVENUE New York, NY 10065",3.0,0.0,3.0
"641 REAR EAST 9 STREET New York, NY 10009",0.0,1.0,-1.0
"642 10 AVENUE New York, NY 10036",10.0,4.0,6.0
"642 9 AVENUE New York, NY 10036",2.0,2.0,0.0
"642 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"642 EAST 14 STREET New York, NY 10009",3.0,18.0,-15.0
"642 WASHINGTON STREET New York, NY 10014",0.0,1.0,-1.0
"642 WEST 172 STREET New York, NY 10032",3.0,4.0,-1.0
"643 10 AVENUE New York, NY 10036",14.0,4.0,10.0
"643 2 AVENUE New York, NY 10016",7.0,22.0,-15.0
"643 9 AVENUE New York, NY 10036",2.0,1.0,1.0
"643 BROADWAY New York, NY 10012",3.0,0.0,3.0
"643 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"643 EAST 13 STREET New York, NY 10009",0.0,2.0,-2.0
"643 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"643 WEST 171 STREET New York, NY 10032",7.0,66.0,-59.0
"643 WEST 172 STREET New York, NY 10032",5.0,9.0,-4.0
"644 10 AVENUE New York, NY 10036",5.0,9.0,-4.0
"644 9 AVENUE New York, NY 10036",11.0,17.0,-6.0
"644 RIVERSIDE DRIVE New York, NY 10031",177.0,53.0,124.0
"644 WEST 158 STREET New York, NY 10032",1.0,0.0,1.0
"644 WEST 185 STREET New York, NY 10033",1.0,0.0,1.0
"644 WEST 204 STREET New York, NY 10034",3.0,10.0,-7.0
"645 10 AVENUE New York, NY 10036",0.0,1.0,-1.0
"645 2 AVENUE New York, NY 10016",1.0,1.0,0.0
"645 ACADEMY STREET New York, NY 10034",3.0,1.0,2.0
"645 EAST 11 STREET New York, NY 10009",0.0,1.0,-1.0
"645 HUDSON STREET New York, NY 10014",0.0,2.0,-2.0
"645 LEXINGTON AVENUE New York, NY 10022",5.0,6.0,-1.0
"645 WATER STREET New York, NY 10002",0.0,2.0,-2.0
"645 WEST 160 STREET New York, NY 10032",19.0,87.0,-68.0
"646 10 AVENUE New York, NY 10036",13.0,2.0,11.0
"646 9 AVENUE New York, NY 10036",1.0,0.0,1.0
"646 LENOX AVENUE New York, NY 10037",22.0,4.0,18.0
"646 ST NICHOLAS AVENUE New York, NY 10030",2.0,1.0,1.0
"646 WEST 160 STREET New York, NY 10032",29.0,176.0,-147.0
"646 WEST 207 STREET New York, NY 10034",4.0,0.0,4.0
"646 WEST END AVENUE New York, NY 10025",10.0,2.0,8.0
"647 9 AVENUE New York, NY 10036",0.0,1.0,-1.0
"647 ACADEMY STREET New York, NY 10034",0.0,1.0,-1.0
"647 EAST 14 STREET New York, NY 10009",7.0,3.0,4.0
"647 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"647 WEST 172 STREET New York, NY 10032",19.0,17.0,2.0
"647 WEST 174 STREET New York, NY 10033",12.0,4.0,8.0
"647 WEST 184 STREET New York, NY 10033",0.0,1.0,-1.0
"647 WEST 207 STREET New York, NY 10034",22.0,4.0,18.0
"647 WEST 42 STREET New York, NY 10036",1.0,1.0,0.0
"648 9 AVENUE New York, NY 10036",1.0,2.0,-1.0
"648 WEST 158 STREET New York, NY 10032",0.0,2.0,-2.0
"649 2 AVENUE New York, NY 10016",4.0,4.0,0.0
"649 9 AVENUE New York, NY 10036",1.0,0.0,1.0
"649 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"649 WEST 184 STREET New York, NY 10033",10.0,19.0,-9.0
"65 4 AVENUE New York, NY 10003",1.0,1.0,0.0
"65 BAYARD STREET New York, NY 10013",1.0,1.0,0.0
"65 CABRINI BOULEVARD New York, NY 10033",4.0,5.0,-1.0
"65 CENTRAL PARK WEST New York, NY 10023",0.0,1.0,-1.0
"65 COOPER STREET New York, NY 10034",0.0,1.0,-1.0
"65 EAST 117 STREET New York, NY 10035",0.0,2.0,-2.0
"65 EAST 129 STREET New York, NY 10035",0.0,1.0,-1.0
"65 EAST 2 STREET New York, NY 10003",0.0,2.0,-2.0
"65 EAST 3 STREET New York, NY 10003",0.0,2.0,-2.0
"65 EAST 54 STREET New York, NY 10022",0.0,2.0,-2.0
"65 EAST 7 STREET New York, NY 10003",0.0,1.0,-1.0
"65 EAST 80 STREET New York, NY 10075",0.0,1.0,-1.0
"65 EAST 82 STREET New York, NY 10028",0.0,1.0,-1.0
"65 EAST 92 STREET New York, NY 10128",3.0,0.0,3.0
"65 EAST 96 STREET New York, NY 10128",5.0,13.0,-8.0
"65 EAST 97 STREET New York, NY 10029",2.0,0.0,2.0
"65 EAST HOUSTON STREET New York, NY 10012",0.0,1.0,-1.0
"65 FT WASHINGTON AVENUE New York, NY 10032",9.0,20.0,-11.0
"65 IRVING PLACE New York, NY 10003",6.0,2.0,4.0
"65 LENOX AVENUE New York, NY 10026",16.0,4.0,12.0
"65 LUDLOW STREET New York, NY 10002",6.0,19.0,-13.0
"65 MORNINGSIDE AVENUE New York, NY 10027",1.0,2.0,-1.0
"65 MOTT STREET New York, NY 10013",0.0,1.0,-1.0
"65 NAGLE AVENUE New York, NY 10040",4.0,18.0,-14.0
"65 NORTH MOORE STREET New York, NY 10013",0.0,1.0,-1.0
"65 PARK TERRACE WEST New York, NY 10034",4.0,12.0,-8.0
"65 PAYSON AVENUE New York, NY 10034",0.0,1.0,-1.0
"65 POST AVENUE New York, NY 10034",9.0,18.0,-9.0
"65 REAR MOTT STREET New York, NY 10013",0.0,1.0,-1.0
"65 SEAMAN AVENUE New York, NY 10034",21.0,0.0,21.0
"65 SPRING STREET New York, NY 10012",0.0,1.0,-1.0
"65 SULLIVAN STREET New York, NY 10012",2.0,0.0,2.0
"65 WADSWORTH TERRACE New York, NY 10040",49.0,83.0,-34.0
"65 WEST 107 STREET New York, NY 10025",2.0,8.0,-6.0
"65 WEST 108 STREET New York, NY 10025",2.0,1.0,1.0
"65 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"65 WEST 127 STREET New York, NY 10027",12.0,14.0,-2.0
"65 WEST 129 STREET New York, NY 10027",1.0,0.0,1.0
"65 WEST 73 STREET New York, NY 10023",4.0,3.0,1.0
"65 WEST 83 STREET New York, NY 10024",1.0,0.0,1.0
"65 WEST 95 STREET New York, NY 10025",1.0,0.0,1.0
"65 WORTH STREET New York, NY 10013",0.0,1.0,-1.0
"650 8 AVENUE New York, NY 10036",1.0,0.0,1.0
"650 9 AVENUE New York, NY 10036",33.0,8.0,25.0
"650 EAST 6 STREET New York, NY 10009",0.0,2.0,-2.0
"650 PARK AVENUE New York, NY 10065",1.0,1.0,0.0
"650 WASHINGTON STREET New York, NY 10014",6.0,0.0,6.0
"650 WEST 171 STREET New York, NY 10032",1.0,2.0,-1.0
"650 WEST 172 STREET New York, NY 10032",18.0,53.0,-35.0
"650 WEST 173 STREET New York, NY 10032",3.0,4.0,-1.0
"650 WEST 204 STREET New York, NY 10034",14.0,0.0,14.0
"650 WEST END AVENUE New York, NY 10025",0.0,1.0,-1.0
"651 9 AVENUE New York, NY 10036",0.0,1.0,-1.0
"651 WEST 171 STREET New York, NY 10032",5.0,3.0,2.0
"651 WEST 190 STREET New York, NY 10040",4.0,15.0,-11.0
"652 10 AVENUE New York, NY 10036",1.0,0.0,1.0
"652 HUDSON STREET New York, NY 10014",0.0,1.0,-1.0
"652 WEST 160 STREET New York, NY 10032",0.0,11.0,-11.0
"652 WEST 163 STREET New York, NY 10032",5.0,13.0,-8.0
"652 WEST 189 STREET New York, NY 10040",73.0,73.0,0.0
"653 LENOX AVENUE New York, NY 10037",0.0,2.0,-2.0
"654 10 AVENUE New York, NY 10036",0.0,2.0,-2.0
"654 9 AVENUE New York, NY 10036",0.0,1.0,-1.0
"654 BROADWAY New York, NY 10012",0.0,1.0,-1.0
"654 ST NICHOLAS AVENUE New York, NY 10030",28.0,8.0,20.0
"654 WEST 161 STREET New York, NY 10032",13.0,61.0,-48.0
"655 2 AVENUE New York, NY 10016",5.0,3.0,2.0
"655 WEST 160 STREET New York, NY 10032",27.0,76.0,-49.0
"655 WEST 177 STREET New York, NY 10033",8.0,19.0,-11.0
"656 10 AVENUE New York, NY 10036",0.0,2.0,-2.0
"656 9 AVENUE New York, NY 10036",0.0,2.0,-2.0
"656 ST NICHOLAS AVENUE New York, NY 10030",11.0,45.0,-34.0
"656 WEST 162 STREET New York, NY 10032",17.0,25.0,-8.0
"656 WEST 171 STREET New York, NY 10032",20.0,1.0,19.0
"656 WEST 178 STREET New York, NY 10033",9.0,7.0,2.0
"656 WEST 204 STREET New York, NY 10034",1.0,19.0,-18.0
"657 10 AVENUE New York, NY 10036",11.0,4.0,7.0
"657 2 AVENUE New York, NY 10016",2.0,0.0,2.0
"657 LENOX AVENUE New York, NY 10037",10.0,53.0,-43.0
"657 WEST 161 STREET New York, NY 10032",20.0,80.0,-60.0
"657 WEST 183 STREET New York, NY 10033",0.0,1.0,-1.0
"658 10 AVENUE New York, NY 10036",0.0,2.0,-2.0
"658 9 AVENUE New York, NY 10036",3.0,3.0,0.0
"658 WEST 188 STREET New York, NY 10040",5.0,0.0,5.0
"659 9 AVENUE New York, NY 10036",0.0,2.0,-2.0
"659 WEST 162 STREET New York, NY 10032",16.0,20.0,-4.0
"66 BAYARD STREET New York, NY 10013",1.0,3.0,-2.0
"66 CARMINE STREET New York, NY 10014",0.0,2.0,-2.0
"66 EAST 118 STREET New York, NY 10035",0.0,1.0,-1.0
"66 EAST 119 STREET New York, NY 10035",0.0,1.0,-1.0
"66 EAST 120 STREET New York, NY 10035",0.0,1.0,-1.0
"66 EAST 126 STREET New York, NY 10035",0.0,2.0,-2.0
"66 EAST 127 STREET New York, NY 10035",0.0,2.0,-2.0
"66 EAST 131 STREET New York, NY 10037",3.0,0.0,3.0
"66 EAST 3 STREET New York, NY 10003",0.0,2.0,-2.0
"66 EAST 34 STREET New York, NY 10016",2.0,0.0,2.0
"66 EAST 7 STREET New York, NY 10003",1.0,0.0,1.0
"66 EAST 80 STREET New York, NY 10075",4.0,7.0,-3.0
"66 FRANKFORT STREET New York, NY 10038",1.0,0.0,1.0
"66 FT WASHINGTON AVENUE New York, NY 10032",42.0,144.0,-102.0
"66 GRAND STREET New York, NY 10013",0.0,2.0,-2.0
"66 GREENE STREET New York, NY 10012",0.0,1.0,-1.0
"66 MULBERRY STREET New York, NY 10013",0.0,1.0,-1.0
"66 ORCHARD STREET New York, NY 10002",1.0,2.0,-1.0
"66 OVERLOOK TERRACE New York, NY 10040",3.0,2.0,1.0
"66 PINEHURST AVENUE New York, NY 10033",3.0,23.0,-20.0
"66 POST AVENUE New York, NY 10034",4.0,0.0,4.0
"66 REAR BAYARD STREET New York, NY 10013",0.0,1.0,-1.0
"66 RIVINGTON STREET New York, NY 10002",1.0,14.0,-13.0
"66 ST NICHOLAS AVENUE New York, NY 10026",3.0,0.0,3.0
"66 ST NICHOLAS PLACE New York, NY 10032",52.0,44.0,8.0
"66 VERMILYEA AVENUE New York, NY 10034",13.0,24.0,-11.0
"66 WEST 106 STREET New York, NY 10025",1.0,0.0,1.0
"66 WEST 107 STREET New York, NY 10025",1.0,3.0,-2.0
"66 WEST 109 STREET New York, NY 10025",4.0,47.0,-43.0
"66 WEST 11 STREET New York, NY 10011",0.0,2.0,-2.0
"66 WEST 116 STREET New York, NY 10026",0.0,1.0,-1.0
"66 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"66 WEST 138 STREET New York, NY 10037",11.0,35.0,-24.0
"66 WEST 45 STREET New York, NY 10036",0.0,2.0,-2.0
"66 WEST 69 STREET New York, NY 10023",0.0,1.0,-1.0
"66 WEST 77 STREET New York, NY 10024",1.0,0.0,1.0
"66 WEST 82 STREET New York, NY 10024",0.0,1.0,-1.0
"66 WEST 83 STREET New York, NY 10024",0.0,1.0,-1.0
"66 WEST 88 STREET New York, NY 10024",4.0,9.0,-5.0
